"src","tgt"
"<en> Tom burst into tears.","<es> Tom rompió a llorar."
"<en> Tom called her again.","<es> Tomás volvió a llamarla."
"<en> Tom can speak French.","<es> Tom sabe hablar francés."
"<en> Tom can speak French.","<es> Tomás puede hablar en francés."
"<en> Tom can't be stopped.","<es> No se puede detener a Tom."
"<en> Tom can't be trusted.","<es> No se puede confiar en Tom."
"<en> Tom can't explain it.","<es> Tom no puede explicarlo."
"<en> Tom can't stand Mary.","<es> Tom no tolera a Mary."
"<en> Tom changed his mind.","<es> Tom cambió de idea."
"<en> Tom changed his name.","<es> Tomás cambió de nombre."
"<en> Tom changed his name.","<es> Tomás se cambió de nombre."
"<en> Tom changed the plan.","<es> Tomás cambió el plan."
"<en> Tom closed his mouth.","<es> Tom cerró la boca."
"<en> Tom collected stamps.","<es> Tom coleccionaba sellos."
"<en> Tom continued eating.","<es> Tom siguió comiendo."
"<en> Tom cooked breakfast.","<es> Tomás preparó el desayuno."
"<en> Tom couldn't help us.","<es> Tom no pudo ayudarnos."
"<en> Tom couldn't help us.","<es> Tom no podía ayudarnos."
"<en> Tom craves attention.","<es> Tom tiene ansias de atención."
"<en> Tom crossed his arms.","<es> Tom se cruzó de brazos."
"<en> Tom danced with Mary.","<es> Tom bailó con Mary."
"<en> Tom denied the rumor.","<es> Tom negó el rumor."
"<en> Tom did a sloppy job.","<es> Tom hizo un trabajo chapucero."
"<en> Tom did all he could.","<es> Tom hizo todo lo que pudo."
"<en> Tom did it carefully.","<es> Tom lo hizo cuidadosamente."
"<en> Tom did it on Monday.","<es> Tom lo hizo el lunes."
"<en> Tom did not struggle.","<es> Tom no se resistió."
"<en> Tom didn't come back.","<es> Tom no volvió."
"<en> Tom didn't come back.","<es> Tom no volvía."
"<en> Tom didn't come back.","<es> Tom no regresó."
"<en> Tom didn't come back.","<es> Tom no regresaba."
"<en> Tom didn't help Mary.","<es> Tom no ayudó a Mary."
"<en> Tom didn't invite me.","<es> Tomás no me invitó."
"<en> Tom didn't kill Mary.","<es> Tom no mató a Mary."
"<en> Tom didn't kiss Mary.","<es> Tom no besó a Mary."
"<en> Tom didn't like Mary.","<es> A Tom no le gustaba Mary."
"<en> Tom didn't like Mary.","<es> A Tom no le gustó Mary."
"<en> Tom didn't mean that.","<es> Tom no quería decir eso."
"<en> Tom didn't stay long.","<es> Tom no se quedó mucho tiempo."
"<en> Tom didn't stop Mary.","<es> Tom no detuvo a Mary."
"<en> Tom didn't want that.","<es> Tom no quería eso."
"<en> Tom died in the fire.","<es> Tomás murió en el incendio."
"<en> Tom does sloppy work.","<es> Tom realiza un trabajo chapucero."
"<en> Tom doesn't do drugs.","<es> Tom no consume drogas."
"<en> Tom doesn't eat fish.","<es> Tom no come pescado."
"<en> Tom doesn't eat meat.","<es> Tom no come carne."
"<en> Tom doesn't eat much.","<es> Tom no come mucho."
"<en> Tom doesn't have tea.","<es> Tom no tiene té."
"<en> Tom doesn't like you.","<es> No le gustas a Tom."
"<en> Tom doesn't look old.","<es> Tom no parece viejo."
"<en> Tom doesn't think so.","<es> Tom no piensa así."
"<en> Tom doesn't trust us.","<es> Tom no confía en nosotros."
"<en> Tom doesn't want you.","<es> Tom no te quiere."
"<en> Tom doesn't watch TV.","<es> Tom no ve televisión."
"<en> Tom doesn't watch TV.","<es> Tom no ve la televisión."
"<en> Tom dried the dishes.","<es> Tom secó los platos."
"<en> Tom drinks every day.","<es> Tom bebe todos los días."
"<en> Tom dropped the ball.","<es> Tom dejó caer la pelota."
"<en> Tom ducked for cover.","<es> Tom se puso a cubierto."
"<en> Tom eats like a bird.","<es> Tom come como un pájaro."
"<en> Tom felt a bit tired.","<es> Tom se sentía un poco cansado."
"<en> Tom felt like a fool.","<es> Tom se sentía como un tonto."
"<en> Tom felt like crying.","<es> Tom sentía ganas de llorar."
"<en> Tom felt very lonely.","<es> Tom se sintió muy solo."
"<en> Tom fixed everything.","<es> Tom arregló todo."
"<en> Tom flipped the coin.","<es> Tom lanzó la moneda al aire."
"<en> Tom fooled all of us.","<es> Tom nos engañó a todos."
"<en> Tom forgot the rules.","<es> Tom olvidó las normas."
"<en> Tom found Mary a job.","<es> Tom encontró un empleo para Mary."
"<en> Tom fumbled the ball.","<es> Tom dejó caer la pelota."
"<en> Tom gave Mary a wink.","<es> Tom le guiñó el ojo a Mary."
"<en> Tom gave up all hope.","<es> Tom perdió toda esperanza."
"<en> Tom got into the car.","<es> Tom se metió en el coche."
"<en> Tom had a great time.","<es> Tom la pasó genial."
"<en> Tom had a lot of fun.","<es> Tom se divirtió mucho."
"<en> Tom had a tough week.","<es> Tom tuvo una semana ardua."
"<en> Tom had appendicitis.","<es> Tom tuvo apendicitis."
"<en> Tom had many friends.","<es> Tom tenía muchos amigos."
"<en> Tom had no male heir.","<es> Tom no tuvo ningún heredero varón."
"<en> Tom had only one leg.","<es> Tom solo tenía una pierna."
"<en> Tom has 20/20 vision.","<es> Tom tiene vista 20/20."
"<en> Tom has a bad temper.","<es> Tom tiene mal carácter."
"<en> Tom has a big family.","<es> Tom tiene una gran familia."
"<en> Tom has a big family.","<es> Tom tiene una familia grande."
"<en> Tom has a broken leg.","<es> Tomás tiene una pierna rota."
"<en> Tom has a deep voice.","<es> Tom tiene una voz profunda."
"<en> Tom has a deep voice.","<es> Tom tiene una voz grave."
"<en> Tom has a gramophone.","<es> Tom tiene un gramófono."
"<en> Tom has a nice smile.","<es> Tom tiene una linda sonrisa."
"<en> Tom has a silk scarf.","<es> Tom tiene una bufanda de seda."
"<en> Tom has a silk scarf.","<es> Tom tiene un pañuelo de seda."
"<en> Tom has another plan.","<es> Tom tiene otro plan."
"<en> Tom has bad eyesight.","<es> Tom tiene mala vista."
"<en> Tom has been trapped.","<es> Tom ha sido atrapado."
"<en> Tom has big problems.","<es> Tom tiene grandes problemas."
"<en> Tom has convinced me.","<es> Tom me convenció."
"<en> Tom has gone fishing.","<es> Tom ha ido a pescar."
"<en> Tom has gone fishing.","<es> Tom ha ido de pesca."
"<en> Tom has good hearing.","<es> Tom tiene buen oído."
"<en> Tom has his own room.","<es> Tom tiene su propio dormitorio."
"<en> Tom has lost control.","<es> Tom perdió el control."
"<en> Tom has lost his job.","<es> Tom perdió su trabajo."
"<en> Tom has many friends.","<es> Tom tiene muchos amigos."
"<en> Tom has many regrets.","<es> Tom tiene muchos remordimientos."
"<en> Tom has no authority.","<es> Tom no tiene autoridad."
"<en> Tom has slanted eyes.","<es> Tom tiene ojos rasgados."
"<en> Tom has three nieces.","<es> Tom tiene tres sobrinas."
"<en> Tom has three uncles.","<es> Tom tiene tres tíos."
"<en> Tom has two children.","<es> Tom tiene dos niños."
"<en> Tom hates foreigners.","<es> Tomás odia a los extranjeros."
"<en> Tom hates raw onions.","<es> Tom detesta las cebollas crudas."
"<en> Tom heard Mary shout.","<es> Tom escuchó a Mary gritar."
"<en> Tom heard some shots.","<es> Tomás escuchó algunos disparos."
"<en> Tom held Mary's hand.","<es> Tom le dio la mano a Mary."
"<en> Tom held up a finger.","<es> Tom levantó un dedo."
"<en> Tom held up his hand.","<es> Tom levantó su mano."
"<en> Tom hid in the attic.","<es> Tomás se escondió en el ático."
"<en> Tom hurt my feelings.","<es> Tom hirió mis sentimientos."
"<en> Tom ironed his shirt.","<es> Tom planchó su camisa."
"<en> Tom is Mary's cousin.","<es> Tom es el primo de Mary."
"<en> Tom is Mary's father.","<es> Tom es el padre de Mary."
"<en> Tom is Mary's friend.","<es> Tom es el amigo de Mary."
"<en> Tom is Mary's mentor.","<es> Tom es el mentor de Mary."
"<en> Tom is Mary's nephew.","<es> Tom es el sobrino de Mary."
"<en> Tom is a billionaire.","<es> Tom es milmillonario."
"<en> Tom is a bit strange.","<es> Tom es un poco extraño."
"<en> Tom is a bit strange.","<es> Tom es ligeramente extraño."
"<en> Tom is a famous chef.","<es> Tom es un chef famoso."
"<en> Tom is a fast driver.","<es> Tom es un conductor veloz."
"<en> Tom is a fast runner.","<es> Tom es un corredor veloz."
"<en> Tom is a firefighter.","<es> Tom es bombero."
"<en> Tom is a good dancer.","<es> Tomás es un buen bailarín."
"<en> Tom is a good driver.","<es> Tom es un buen conductor."
"<en> Tom is a good father.","<es> Tom es un buen padre."
"<en> Tom is a good friend.","<es> Tom es un buen amigo."
"<en> Tom is a good person.","<es> Tom es una buena persona."
"<en> Tom is a good singer.","<es> Tom es un buen cantante."
"<en> Tom is a good worker.","<es> Tom es un buen trabajador."
"<en> Tom is a lovable guy.","<es> Tom es un sujeto adorable."
"<en> Tom is a neurologist.","<es> Tomás es neurólogo."
"<en> Tom is a new student.","<es> Tom es un estudiante nuevo."
"<en> Tom is a pastry chef.","<es> Tom es un chef de repostería."
"<en> Tom is a pastry chef.","<es> Tom es un chef pastelero."
"<en> Tom is a pastry chef.","<es> Tom es un jefe de cocina repostero."
"<en> Tom is a pastry chef.","<es> Tomás es maestro pastelero."
"<en> Tom is a picky eater.","<es> Tom es quisquilloso."
"<en> Tom is a rude person.","<es> Tom es una persona maleducada."
"<en> Tom is a safe driver.","<es> Tom es un conductor fiable."
"<en> Tom is a slow walker.","<es> Tom camina lentamente."
"<en> Tom is a true artist.","<es> Tom es un verdadero artista."
"<en> Tom is a wealthy man.","<es> Tom es un hombre rico."
"<en> Tom is always online.","<es> Tom siempre está conectado."
"<en> Tom is always online.","<es> Tom siempre está en línea."
"<en> Tom is an accountant.","<es> Tom es un contador."
"<en> Tom is an art critic.","<es> Tom es un crítico de arte."
"<en> Tom is an evangelist.","<es> Tom es un evangelista."
"<en> Tom is an evangelist.","<es> Tom es un evangelizador."
"<en> Tom is an old friend.","<es> Tom es un viejo amigo."
"<en> Tom is an only child.","<es> Tom es hijo único."
"<en> Tom is angry at Mary.","<es> Tom está enfadado con Mary."
"<en> Tom is annoying Mary.","<es> Tom está molestando a Mary."
"<en> Tom is around thirty.","<es> Tom tiene alrededor de treinta años."
"<en> Tom is aware of that.","<es> Tom es consciente de eso."
"<en> Tom is aware of that.","<es> Tom está informado de eso."
"<en> Tom is brain damaged.","<es> Tom sufre de daño cerebral."
"<en> Tom is eating a cake.","<es> Tom se está comiendo una torta."
"<en> Tom is expecting you.","<es> Tom te está esperando."
"<en> Tom is extra careful.","<es> Tom es muy cuidadoso."
"<en> Tom is frying an egg.","<es> Tom está friendo un huevo."
"<en> Tom is getting bored.","<es> Tom se está aburriendo."
"<en> Tom is good at poker.","<es> A Tom se le da bien el póquer."
"<en> Tom is grilling meat.","<es> Tom está asando carne."
"<en> Tom is having a rest.","<es> Tom se está dando un descanso."
"<en> Tom is heavily armed.","<es> Tomás está muy armado."
"<en> Tom is himself again.","<es> Tom es el mismo de nuevo."
"<en> Tom is in the forest.","<es> Tom está en el bosque."
"<en> Tom is in the garden.","<es> Tom está en el jardín."
"<en> Tom is in the shower.","<es> Tom está en la ducha."
"<en> Tom is just like you.","<es> Tom es tal y como tú."
"<en> Tom is just like you.","<es> Tom es exactamente igual que tú."
"<en> Tom is looking at us.","<es> Tomás nos está mirando."
"<en> Tom is my only child.","<es> Tom es mi único hijo."
"<en> Tom is never on time.","<es> Tom no llega nunca a tiempo."
"<en> Tom is never on time.","<es> Tom no es nunca puntual."
"<en> Tom is not a student.","<es> Tom no es estudiante."
"<en> Tom is not religious.","<es> Tom no es religioso."
"<en> Tom is now in prison.","<es> Tom ahora está en prisión."
"<en> Tom is old-fashioned.","<es> Tom es anticuado."
"<en> Tom is overemotional.","<es> Tom es muy emocional."
"<en> Tom is playing piano.","<es> Tom está tocando piano."
"<en> Tom is proud of Mary.","<es> Tom está orgulloso de Mary."
"<en> Tom is quite popular.","<es> Tom es bastante popular."
"<en> Tom is scolding Mary.","<es> Tom está regañando a Mary."
"<en> Tom is seeking a job.","<es> Tom está buscando un trabajo."
"<en> Tom is seeking a job.","<es> Tom está buscando un empleo."
"<en> Tom is self employed.","<es> Tomás trabaja por su cuenta."
"<en> Tom is self employed.","<es> Tom es autónomo."
"<en> Tom is sending a fax.","<es> Tom está mandando un fax."
"<en> Tom is short and fat.","<es> Tom es bajo y gordo."
"<en> Tom is still baffled.","<es> Tom está todavía confuso."
"<en> Tom is still sitting.","<es> Tom todavía está sentado."
"<en> Tom is still waiting.","<es> Tom todavía está esperando."
"<en> Tom is still worried.","<es> Tom todavía está preocupado."
"<en> Tom is studying hard.","<es> Tom está estudiando mucho."
"<en> Tom is taking a rest.","<es> Tom está dándose un descanso."
"<en> Tom is the defendant.","<es> Tom es el acusado."
"<en> Tom is the defendant.","<es> Tom es la parte demandada."
"<en> Tom is the real hero.","<es> Tom es un verdadero héroe."
"<en> Tom is very handsome.","<es> Tom es muy apuesto."
"<en> Tom is very reliable.","<es> Tom es muy confiable."
"<en> Tom is very romantic.","<es> Tom es muy romántico."
"<en> Tom is very thorough.","<es> Tom es muy detallista."
"<en> Tom is watching golf.","<es> Tom está viendo golf."
"<en> Tom is working there.","<es> Tom está trabajando allí."
"<en> Tom isn't a Canadian.","<es> Tom no es canadiense."
"<en> Tom isn't a stranger.","<es> Tom no es un extraño."
"<en> Tom isn't lonely now.","<es> Tom no está solo ahora."
"<en> Tom isn't optimistic.","<es> Tom no es optimista."
"<en> Tom isn't that young.","<es> Tom no es tan joven."
"<en> Tom isn't well today.","<es> Tom no está bien hoy."
"<en> Tom just got married.","<es> Tom se acaba de casar."
"<en> Tom knocked him down.","<es> Tom lo derribó."
"<en> Tom knows a shortcut.","<es> Tom se sabe un atajo."
"<en> Tom knows a shortcut.","<es> Tom conoce un atajo."
"<en> Tom knows the answer.","<es> Tom sabe la respuesta."
"<en> Tom knows the secret.","<es> Tom conoce el secreto."
"<en> Tom knows the secret.","<es> Tom sabe el secreto."
"<en> Tom knows the secret.","<es> Tom se sabe el secreto."
"<en> Tom knows the stakes.","<es> Tom sabe lo que se juega."
